"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-06-30,3101,"Los Angeles","CA","Los Angeles-Long Beach-Anaheim",0,609400,0.000985545335085414,0.0042847725774555,0.081263307310149,,,"2018-06","2018-Q2",609400,0,"2018-06"
2018-06-30,139,"Cook","IL","Chicago",1,220300,0.000454132606721163,0.00455996352029184,0.0495474035254883,,,"2007-01","2007-Q1",266900,-0.174597227426002,"2004-04"
2018-06-30,1090,"Harris","TX","Houston",2,182800,0.00219298245614035,0.0110619469026549,0.0572585309427415,,,"2018-06","2018-Q2",182800,0,"2018-06"
2018-06-30,2402,"Maricopa","AZ","Phoenix",3,261300,0.00345622119815668,0.0155460551884959,0.0784151877837392,,,"2006-05","2006-Q2",290300,-0.0998966586290045,"2005-09"
2018-06-30,2841,"San Diego","CA","San Diego",4,583700,-0.000513698630136986,0.00068575347162695,0.0659240321402484,,,"2018-04","2018-Q2",584100,-0.000684814244136278,"2018-04"
2018-06-30,1286,"Orange","CA","Los Angeles-Long Beach-Anaheim",5,717800,0.00321453529000699,0.0105589187667183,0.0583898554998526,,,"2018-06","2018-Q2",717800,0,"2018-06"
2018-06-30,581,"Kings","NY","New York",6,791300,0.00227992400253325,0.0142271212509613,0.0940135490114752,,,"2018-06","2018-Q2",791300,0,"2018-06"
2018-06-30,2964,"Miami-Dade","FL","Miami-Fort Lauderdale",7,293800,0.00616438356164384,0.0169608861197646,0.0699198834668609,,,"2007-02","2007-Q1",325100,-0.096278068286681,"2006-02"
2018-06-30,978,"Dallas","TX","Dallas-Fort Worth",8,195600,0.00720906282183316,0.0240837696335078,0.115801483171706,,,"2018-06","2018-Q2",195600,0,"2018-06"
2018-06-30,1347,"Queens","NY","New York",9,638000,0.00710339384372534,0.0260533933740753,0.0935893040795338,,,"2018-06","2018-Q2",638000,0,"2018-06"
2018-06-30,2832,"Riverside","CA","Riverside",10,372600,0.0062111801242236,0.0125,0.0831395348837209,,,"2006-07","2006-Q3",426900,-0.127196064652143,"2005-03"
2018-06-30,3250,"San Bernardino","CA","Riverside",11,339800,0.00532544378698225,0.0191961607678464,0.0832005100414409,,,"2006-07","2006-Q3",390300,-0.129387650525237,"2005-08"
2018-06-30,445,"Clark","NV","Las Vegas",12,264300,0.00954927425515661,0.0284046692607004,0.150130548302872,,,"2006-06","2006-Q2",316800,-0.165719696969697,"2004-10"
2018-06-30,207,"King","WA","Seattle",13,641800,0.00422469097167892,0.0127820735363737,0.122813156053184,,,"2018-06","2018-Q2",641800,0,"2018-06"
2018-06-30,791,"Wayne","MI","Detroit",14,74100,0.00816326530612245,0.0540540540540541,0.258064516129032,,,"2005-12","2005-Q4",116200,-0.362306368330465,"1998-11"
2018-06-30,2049,"Tarrant","TX","Dallas-Fort Worth",15,201100,0.00499750124937531,0.0146316851664985,0.101917808219178,,,"2018-06","2018-Q2",201100,0,"2018-06"
2018-06-30,3136,"Santa Clara","CA","San Jose",16,1316600,0.0144078896679251,0.0495017935432443,0.276022484977709,,,"2018-06","2018-Q2",1316600,0,"2018-06"
2018-06-30,1561,"Broward","FL","Miami-Fort Lauderdale",17,255200,0.00789889415481832,0.0220264317180617,0.11053089643168,,,"2006-10","2006-Q4",292400,-0.127222982216142,"2005-08"
2018-06-30,386,"Bexar","TX","San Antonio",18,173700,0.00230813618003462,0.00754060324825986,0.0709001233045623,,,"2018-06","2018-Q2",173700,0,"2018-06"
2018-06-30,2452,"New York","NY","New York",19,1332100,-0.00134942649374016,0.0127727514635444,0.00794491525423729,,,"2018-05","2018-Q2",1333900,-0.00134942649374016,"2018-05"
2018-06-30,3175,"Philadelphia","PA","Philadelphia",20,149200,0.0067476383265857,0.0212183436002738,0.115931189229619,,,"2018-06","2018-Q2",149200,0,"2018-06"
2018-06-30,1510,"Alameda","CA","San Francisco",21,880500,0.00341880341880342,0.0156880839773907,0.127689549180328,,,"2018-06","2018-Q2",880500,0,"2018-06"
2018-06-30,2801,"Middlesex","MA","Boston",22,538200,0.00522973477773627,0.016046818954125,0.0818090452261307,,,"2018-06","2018-Q2",538200,0,"2018-06"
2018-06-30,2046,"Suffolk","NY","New York",23,379000,-0.00785340314136126,-0.0148167403171302,0.0259880887926367,,,"2006-05","2006-Q2",448000,-0.154017857142857,"2004-07"
2018-06-30,3017,"Sacramento","CA","Sacramento",24,358600,0.00363839910439407,0.00702049985959,0.0615748963883955,,,"2005-11","2005-Q4",385800,-0.0705028512182478,"2005-03"
2018-06-30,401,"Bronx","NY","New York",25,413600,0.00828863968795709,0.037111334002006,0.126975476839237,,,"2018-06","2018-Q2",413600,0,"2018-06"
2018-06-30,1252,"Nassau","NY","New York",26,528700,0.00532420612283704,0.0226305609284333,0.0874125874125874,,,"2018-06","2018-Q2",528700,0,"2018-06"
2018-06-30,2993,"Palm Beach","FL","Miami-Fort Lauderdale",27,266700,0.00414156626506024,0.0121442125237192,0.0629732961339179,,,"2006-06","2006-Q2",325100,-0.179637034758536,"2005-04"
2018-06-30,2241,"Cuyahoga","OH","Cleveland",28,125100,0,0.0105008077544426,0.0683176771989752,,,"2005-07","2005-Q3",135100,-0.074019245003701,"2003-02"
2018-06-30,3165,"Hillsborough","FL","Tampa",29,213800,0.00281425891181989,0.011352885525071,0.0980996404725218,,,"2006-09","2006-Q3",230700,-0.0732553099263112,"2006-03"
2018-06-30,2614,"Allegheny","PA","Pittsburgh",30,149900,0.00604026845637584,0.0211171662125341,0.103829160530191,,,"2018-06","2018-Q2",149900,0,"2018-06"
2018-06-30,1950,"Oakland","MI","Detroit",31,244400,0.00328407224958949,0.0200333889816361,0.0757042253521127,,,"2018-06","2018-Q2",244400,0,"2018-06"
2018-06-30,2288,"Franklin","OH","Columbus",32,172500,0.00349040139616056,0.0164997053624042,0.0897030953885028,,,"2018-06","2018-Q2",172500,0,"2018-06"
2018-06-30,2339,"Hennepin","MN","Minneapolis-St Paul",33,275800,0.00108892921960073,0.0139705882352941,0.0790297339593114,,,"2018-06","2018-Q2",275800,0,"2018-06"
2018-06-30,1287,"Orange","FL","Orlando",34,238600,0.0071760236386661,0.023156089193825,0.0939935809261807,,,"2006-09","2006-Q3",270900,-0.119232188999631,"2005-12"
2018-06-30,1694,"Fairfax","VA","Washington",35,534900,0.00093562874251497,0.00318829707426857,0.0384391380314502,,,"2006-01","2006-Q1",553300,-0.0332550153623712,"2005-07"
2018-06-30,3159,"Contra Costa","CA","San Francisco",36,619300,0.00633734156646084,0.0202635914332784,0.0736823855755895,,,"2018-06","2018-Q2",619300,0,"2018-06"
2018-06-30,2840,"Salt Lake","UT","Salt Lake City",37,343400,0.00674289064790384,0.0198990198990199,0.107027724049001,,,"2018-06","2018-Q2",343400,0,"2018-06"
2018-06-30,1440,"Travis","TX","Austin",38,334800,0.00359712230215827,0.0120918984280532,0.0628571428571429,,,"2018-06","2018-Q2",334800,0,"2018-06"
2018-06-30,3130,"Saint Louis","MO","St. Louis",39,181600,0.00110253583241455,0.00832870627429206,0.052143684820394,,,"2018-06","2018-Q2",181600,0,"2018-06"
2018-06-30,281,"Pima","AZ","Tucson",40,196800,0.000508388408744281,0.00768049155145929,0.0854936569222284,,,"2006-06","2006-Q2",237700,-0.172065628944047,"2005-06"
2018-06-30,2975,"Montgomery","MD","Washington",41,444300,-0.0022456770716371,-0.000449943757030371,0.0332558139534884,,,"2006-07","2006-Q3",494100,-0.100789313904068,"2005-03"
2018-06-30,2347,"Honolulu","HI","Urban Honolulu",42,685000,0.00410436822046321,0.0124150162577594,0.0553073486365737,,,"2018-06","2018-Q2",685000,0,"2018-06"
2018-06-30,3148,"Westchester","NY","New York",43,617100,0.00194836824159766,0.0149671052631579,0.0425747592498733,,,"2006-04","2006-Q2",655000,-0.0578625954198473,"2005-04"
2018-06-30,2804,"Milwaukee","WI","Milwaukee",44,152900,0.00262295081967213,0.00196592398427261,0.0632823365785814,,,"2006-04","2006-Q2",165900,-0.0783604581072936,"2005-01"
2018-06-30,1018,"Fresno","CA","Fresno",45,242200,0.00497925311203319,0.0104297037964122,0.0754884547069272,,,"2006-05","2006-Q2",299700,-0.191858525191859,"2005-02"
2018-06-30,1388,"Shelby","TN","Memphis",46,124600,0.00646203554119548,0.0188062142273099,0.0901137357830271,,,"2018-06","2018-Q2",124600,0,"2018-06"
2018-06-30,1020,"Fulton","GA","Atlanta",47,267900,0.00525328330206379,0.0209603658536585,0.115320566194838,,,"2018-06","2018-Q2",267900,0,"2018-06"
2018-06-30,3102,"Mecklenburg","NC","Charlotte",48,229200,0.00174825174825175,0.00880281690140845,0.116959064327485,,,"2018-06","2018-Q2",229200,0,"2018-06"
2018-06-30,157,"Erie","NY","Buffalo",49,161100,0.00561797752808989,0.0176879343019583,0.0812080536912752,,,"2018-06","2018-Q2",161100,0,"2018-06"
2018-06-30,1682,"Du Page","IL","Chicago",50,289000,0.00103914097679252,0.00767085076708508,0.0482408414943779,,,"2006-10","2006-Q4",318000,-0.0911949685534591,"2005-04"
2018-06-30,2694,"Fairfield","CT","Stamford",51,334000,0.00149925037481259,0.00541842263696568,0.0411471321695761,,,"2006-04","2006-Q2",421800,-0.208155523944998,"2003-06"
2018-06-30,2480,"Pinellas","FL","Tampa",52,221400,0.00271739130434783,0.0160624139513538,0.125,,,"2006-07","2006-Q3",228700,-0.0319195452557936,"2006-02"
2018-06-30,874,"Bergen","NJ","New York",53,462800,-0.00107921433196633,-0.00129477772982305,0.0487196918196238,,,"2006-07","2006-Q3",510700,-0.0937928333659683,"2005-05"
2018-06-30,1165,"Marion","IN","Indianapolis",54,130100,0.00852713178294574,0.0333598093725179,0.0978902953586498,,,"2018-06","2018-Q2",130100,0,"2018-06"
2018-06-30,324,"Wake","NC","Raleigh",55,280800,0.0039327851269217,0.012987012987013,0.0532633158289572,,,"2018-06","2018-Q2",280800,0,"2018-06"
2018-06-30,2337,"Hartford","CT","Hartford",56,224700,0.00089086859688196,0.00178332590280874,0.0176630434782609,,,"2007-02","2007-Q1",255400,-0.120203602192639,"2004-11"
2018-06-30,489,"Duval","FL","Jacksonville",57,171200,0.00292911540714704,0.0118203309692671,0.0960307298335467,,,"2006-10","2006-Q4",187400,-0.0864461045891142,"2005-11"
2018-06-30,3246,"Prince Georges","MD","Washington",58,291100,-0.000343406593406593,0.0146392471244336,0.0797477744807122,,,"2007-01","2007-Q1",351900,-0.172776356919579,"2005-05"
2018-06-30,2815,"New Haven","CT","New Haven",59,211000,0.00189933523266857,0.0042836744407425,0.045589692765114,,,"2006-05","2006-Q2",267700,-0.211804258498319,"2004-04"
2018-06-30,1155,"Macomb","MI","Detroit",60,168100,0.00718993409227082,0.0218844984802432,0.0852162685603615,,,"2018-06","2018-Q2",168100,0,"2018-06"
2018-06-30,204,"Kern","CA","Bakersfield",61,208400,0.00433734939759036,0.0150998538723819,0.0659846547314578,,,"2006-07","2006-Q3",279700,-0.254915981408652,"2005-03"
2018-06-30,2061,"Ventura","CA","Ventura",62,599100,0.00520134228187919,0.0142204164550533,0.0641207815275311,,,"2006-06","2006-Q2",632100,-0.0522069292833412,"2005-09"
2018-06-30,2802,"Middlesex","NJ","New York",63,320200,0.00376175548589342,0.0161853379879403,0.0961999315302978,,,"2006-08","2006-Q3",365100,-0.122980005477951,"2005-04"
2018-06-30,2314,"Gwinnett","GA","Atlanta",64,220800,0.00683994528043776,0.023643949930459,0.114026236125126,,,"2018-06","2018-Q2",220800,0,"2018-06"
2018-06-30,3227,"San Francisco","CA","San Francisco",65,1359000,0.00577264653641208,0.0194283999699948,0.0979156568104702,,,"2018-06","2018-Q2",1359000,0,"2018-06"
2018-06-30,2626,"Baltimore","MD","Baltimore",66,239700,0.0012531328320802,0.0113924050632911,0.0587455830388693,,,"2007-03","2007-Q1",273300,-0.122941822173436,"2005-09"
2018-06-30,2322,"Hamilton","OH","Cincinnati",67,142300,0.00779036827195467,0.0237410071942446,0.0699248120300752,,,"2018-06","2018-Q2",142300,0,"2018-06"
2018-06-30,1690,"El Paso","TX","El Paso",68,121800,0.00578034682080925,0.0175438596491228,0.0383631713554987,,,"2007-11","2007-Q4",124200,-0.0193236714975845,"2007-08"
2018-06-30,2981,"Montgomery","PA","Philadelphia",69,303300,0.00198216055500496,0.00864649151978716,0.0534907954150747,,,"2018-06","2018-Q2",303300,0,"2018-06"
2018-06-30,2879,"Worcester","MA","Worcester",70,276800,0.00617957106506725,0.0229120473022912,0.0893349075167257,,,"2005-10","2005-Q4",284400,-0.0267229254571027,"2005-03"
2018-06-30,1322,"Pierce","WA","Seattle",71,333300,0.00603682463024449,0.0211397058823529,0.127537212449256,,,"2018-06","2018-Q2",333300,0,"2018-06"
2018-06-30,504,"Essex","NJ","New York",72,383300,0.00948116934421912,0.0243185462319615,0.0945174186179326,,,"2007-01","2007-Q1",429000,-0.106526806526807,"2005-07"
2018-06-30,951,"Collin","TX","Dallas-Fort Worth",73,328500,0.00335980452046426,0.0120147874306839,0.0784635587655942,,,"2018-06","2018-Q2",328500,0,"2018-06"
2018-06-30,1776,"Hidalgo","TX","McAllen",74,99600,0.00606060606060606,0.0236382322713258,0.124153498871332,,,"2018-06","2018-Q2",99600,0,"2018-06"
2018-06-30,1223,"Monroe","NY","Rochester",75,144100,0.00138985406532314,-0.00620689655172414,0.00628491620111732,,,"2016-07","2016-Q3",156900,-0.0815806246016571,"2016-02"
2018-06-30,503,"Essex","MA","Boston",76,431500,0.00465657741559953,0.0105386416861827,0.0693928128872367,,,"2018-06","2018-Q2",431500,0,"2018-06"
2018-06-30,2742,"Jefferson","KY","Louisville/Jefferson County",77,156700,0.00320102432778489,0.0135834411384217,0.0552188552188552,,,"2018-06","2018-Q2",156700,0,"2018-06"
2018-06-30,2810,"Multnomah","OR","Portland",78,404500,-0.00148111577388299,-0.00369458128078818,0.023273463192512,,,"2018-03","2018-Q1",406000,-0.00369458128078818,"2018-02"
2018-06-30,2045,"Suffolk","MA","Boston",79,549000,0.00512632735261809,0.0149750415973378,0.0754162585700294,,,"2018-06","2018-Q2",549000,0,"2018-06"
2018-06-30,2463,"Oklahoma","OK","Oklahoma City",80,130000,-0.00230237912509593,-0.00459418070444104,0.00386100386100386,,,"2018-04","2018-Q2",130600,-0.00459418070444104,"2018-02"
2018-06-30,2842,"San Mateo","CA","San Francisco",81,1372300,0.00321660940127202,0.00948948065322937,0.178749355780794,,,"2018-06","2018-Q2",1372300,0,"2018-06"
2018-06-30,2847,"Snohomish","WA","Seattle",82,462900,0.00368603642671292,0.0202777165527882,0.124362399805684,,,"2018-06","2018-Q2",462900,0,"2018-06"
2018-06-30,220,"Lake","IL","Chicago",83,235500,-0.00296359017781541,-0.00211864406779661,0.0297332750327941,,,"2007-02","2007-Q1",290400,-0.18904958677686,"2003-02"
2018-06-30,984,"Dekalb","GA","Atlanta",84,186300,0.00593952483801296,0.0236263736263736,0.138753056234719,,,"2018-06","2018-Q2",186300,0,"2018-06"
2018-06-30,135,"Cobb","GA","Atlanta",85,243700,0.00453421269579555,0.015839933305544,0.0972534894191805,,,"2018-06","2018-Q2",243700,0,"2018-06"
2018-06-30,3134,"San Joaquin","CA","Stockton",86,353300,0.00454933181688939,0.0181556195965418,0.080758641786479,,,"2005-12","2005-Q4",420600,-0.16000951022349,"2005-02"
2018-06-30,330,"Will","IL","Chicago",87,217000,0.000461041954817888,0.00789595912679981,0.0488158530691155,,,"2007-02","2007-Q1",239500,-0.0939457202505219,"2005-04"
2018-06-30,1804,"Jackson","MO","Kansas City",88,134600,0.00823970037453184,0.0251332825590251,0.127303182579564,,,"2018-06","2018-Q2",134600,0,"2018-06"
2018-06-30,1948,"Norfolk","MA","Boston",89,490600,0.00347719370014318,0.0127993393889348,0.0768217734855136,,,"2018-06","2018-Q2",490600,0,"2018-06"
2018-06-30,988,"Denton","TX","Dallas-Fort Worth",90,283700,0.00389242745930644,0.0161174785100287,0.0746212121212121,,,"2018-06","2018-Q2",283700,0,"2018-06"
2018-06-30,2889,"Bernalillo","NM","Albuquerque",91,194100,0.0041386445938955,0.0130480167014614,0.0560391730141458,,,"2008-04","2008-Q2",196000,-0.00969387755102041,"2007-07"
2018-06-30,2732,"Jefferson","AL","Birmingham",92,114500,0.0043859649122807,0.0204991087344028,0.113813229571984,,,"2007-08","2007-Q3",122600,-0.066068515497553,"2005-05"
2018-06-30,1106,"Hudson","NJ","New York",93,433100,0.00161887141535615,0.0102635875903895,0.169592222522279,,,"2018-06","2018-Q2",433100,0,"2018-06"
2018-06-30,2441,"Monmouth","NJ","New York",94,413700,0.0046138902379796,0.0152147239263804,0.060497308382466,,,"2006-08","2006-Q3",442400,-0.064873417721519,"2005-07"
2018-06-30,2243,"Davidson","TN","Nashville",95,257000,0.00194931773879142,0.0146071851559416,0.105851979345955,,,"2018-06","2018-Q2",257000,0,"2018-06"
2018-06-30,3001,"Providence","RI","Providence",96,247000,0.00447336315575437,0.0131255127153404,0.0914714980114892,,,"2005-12","2005-Q4",272600,-0.0939104915627293,"2004-08"
2018-06-30,414,"Bucks","PA","Philadelphia",97,321600,-0.000931966449207828,0.00311915159076731,0.049951028403526,,,"2006-09","2006-Q3",330400,-0.026634382566586,"2006-01"
2018-06-30,1689,"El Paso","CO","Colorado Springs",98,279900,0.00286635614475099,0.0156023222060958,0.100235849056604,,,"2018-06","2018-Q2",279900,0,"2018-06"
2018-06-30,3236,"Baltimore City","MD","Baltimore",99,116800,0.00863557858376511,0.0400712377560107,0.348729792147806,,,"2007-09","2007-Q3",137800,-0.152394775036284,"2006-05"
2018-06-30,80,"Lee","FL","Fort Myers",100,228000,0.00175746924428822,0.00974313551815766,0.0434782608695652,,,"2006-05","2006-Q2",299600,-0.238985313751669,"2005-04"
2018-06-30,757,"Tulsa","OK","Tulsa",101,139600,0.00143472022955524,0.00721500721500722,0.0433482810164425,,,"2018-06","2018-Q2",139600,0,"2018-06"
2018-06-30,201,"Kent","MI","Grand Rapids",102,185700,0.00650406504065041,0.0254003313086692,0.0981667652276759,,,"2018-06","2018-Q2",185700,0,"2018-06"
2018-06-30,285,"Polk","FL","Lakeland",103,167600,0.00419412822049131,0.0114665057332529,0.0785070785070785,,,"2006-08","2006-Q3",193000,-0.13160621761658,"2005-12"
2018-06-30,3289,"District of Columbia","DC","Washington",104,568600,0.00352982703847511,0.00459363957597173,0.0541342232109752,,,"2018-06","2018-Q2",568600,0,"2018-06"
2018-06-30,989,"Denver","CO","Denver",105,413600,-0.00144857556735876,0.00608124543906592,0.0731707317073171,,,"2018-05","2018-Q2",414200,-0.00144857556735876,"2018-05"
2018-06-30,2698,"Fort Bend","TX","Houston",106,253400,0.00158102766798419,0.00595474394601032,0.0184887459807074,,,"2018-06","2018-Q2",253400,0,"2018-06"
2018-06-30,659,"Ocean","NJ","New York",107,277300,0.00398262128892107,0.0157509157509158,0.0539718738122387,,,"2006-08","2006-Q3",339600,-0.183451118963486,"2004-09"
2018-06-30,2127,"Arapahoe","CO","Denver",108,369100,-0.000812127774769897,0.00544810678289294,0.0760932944606414,,,"2018-05","2018-Q2",369400,-0.000812127774769897,"2018-05"
2018-06-30,2251,"Delaware","PA","Philadelphia",109,210300,0.00381861575178998,0.0169245647969052,0.0707739307535642,,,"2007-07","2007-Q3",229500,-0.0836601307189542,"2005-09"
2018-06-30,1558,"Bristol","MA","Providence",110,303400,0.00363876943433675,0.0143764627214978,0.0701940035273369,,,"2005-12","2005-Q4",310400,-0.0225515463917526,"2005-02"
2018-06-30,1822,"Johnson","KS","Kansas City",111,277800,0.00615718942412169,0.0213235294117647,0.0767441860465116,,,"2018-06","2018-Q2",277800,0,"2018-06"
2018-06-30,1556,"Brevard","FL","Melbourne",112,203600,0.00394477317554241,0.0236299648064354,0.107725788900979,,,"2006-04","2006-Q2",233900,-0.129542539546815,"2005-05"
2018-06-30,1404,"Summit","OH","Akron",113,129700,0.00309358081979892,0.00698757763975155,0.059640522875817,,,"2018-06","2018-Q2",129700,0,"2018-06"
2018-06-30,2986,"New Castle","DE","Philadelphia",114,229400,-0.00174064403829417,-0.0283778060144007,0.0432014552069122,,,"2007-01","2007-Q1",245000,-0.0636734693877551,"2005-11"
2018-06-30,3152,"Anne Arundel","MD","Baltimore",115,338200,0.000887836638058597,0.0116661681124738,0.0422187981510015,,,"2006-06","2006-Q2",375900,-0.100292631018888,"2005-07"
2018-06-30,771,"Union","NJ","New York",116,336500,-0.00414323764427345,-0.00443786982248521,0.0847840103159252,,,"2006-08","2006-Q3",405600,-0.170364891518738,"2004-11"
2018-06-30,2980,"Montgomery","OH","Dayton",117,100800,0.008,0.0212765957446809,0.0666666666666667,,,"2007-03","2007-Q1",108400,-0.0701107011070111,"2004-04"
2018-06-30,2734,"Jefferson","CO","Denver",118,416100,0.000721500721500722,0.00604448742746615,0.0726991492652746,,,"2018-06","2018-Q2",416100,0,"2018-06"
2018-06-30,3069,"Washington","OR","Portland",119,402800,0.00398803589232303,0.0133333333333333,0.053898482469911,,,"2018-06","2018-Q2",402800,0,"2018-06"
2018-06-30,2776,"Lancaster","PA","Lancaster",120,201600,0.00298507462686567,0.0135746606334842,0.0593799264319496,,,"2018-06","2018-Q2",201600,0,"2018-06"
2018-06-30,1676,"Douglas","NE","Omaha",121,166800,0.00846432889963724,0.0233128834355828,0.0859375,,,"2018-06","2018-Q2",166800,0,"2018-06"
2018-06-30,322,"Utah","UT","Provo",122,322400,0.0100250626566416,0.03168,0.11673016972636,,,"2018-06","2018-Q2",322400,0,"2018-06"
2018-06-30,197,"Kane","IL","Chicago",123,225000,-0.00177462289263532,0.00267379679144385,0.0673624288425047,,,"2007-01","2007-Q1",250700,-0.102512963701635,"2004-09"
2018-06-30,3033,"Stanislaus","CA","Modesto",124,302800,0.000991735537190083,0.00731869594145043,0.0864729099390025,,,"2006-04","2006-Q2",372100,-0.186240257995163,"2005-01"
2018-06-30,911,"Camden","NJ","Philadelphia",125,170000,0.00770598695909899,0.0290556900726392,0.0848755583918315,,,"2007-04","2007-Q2",213900,-0.205236091631604,"2005-01"
2018-06-30,1349,"Ramsey","MN","Minneapolis-St Paul",126,241500,0.000414250207125104,0.0138539042821159,0.0829596412556054,,,"2018-06","2018-Q2",241500,0,"2018-06"
2018-06-30,1964,"Passaic","NJ","New York",127,331100,0.00333333333333333,0.0181426814268143,0.115566037735849,,,"2006-11","2006-Q4",405000,-0.182469135802469,"2004-11"
2018-06-30,1611,"Chester","PA","Philadelphia",128,342900,0.00498241500586166,0.0156990521327014,0.0479828850855746,,,"2018-06","2018-Q2",342900,0,"2018-06"
2018-06-30,2537,"Sedgwick","KS","Wichita",129,130700,0.00384024577572965,0.011609907120743,0.0422647527910686,,,"2018-06","2018-Q2",130700,0,"2018-06"
2018-06-30,221,"Lake","IN","Chicago",130,139100,0.00216138328530259,0.0138483965014577,0.0396113602391629,,,"2018-06","2018-Q2",139100,0,"2018-06"
2018-06-30,2482,"Plymouth","MA","Boston",131,377500,0.00106072659771944,0.00827991452991453,0.0733579755473415,,,"2018-06","2018-Q2",377500,0,"2018-06"
2018-06-30,2063,"Volusia","FL","Daytona Beach",132,188200,0.00426894343649947,0.0107411385606874,0.0897510133178923,,,"2006-08","2006-Q3",229300,-0.179241168774531,"2005-07"
2018-06-30,1241,"Morris","NJ","New York",133,434900,0.00230467849734962,0.00858070500927644,0.0504830917874396,,,"2006-06","2006-Q2",490300,-0.112992045686315,"2005-02"
2018-06-30,2312,"Guilford","NC",,134,140600,0.00142450142450142,0.00644237652111668,0.0181028240405503,,,"2018-06","2018-Q2",140600,0,"2018-06"
2018-06-30,146,"Dane","WI","Madison",135,268600,0.00298730395817774,0.0209045990117826,0.0646056282203726,,,"2018-06","2018-Q2",268600,0,"2018-06"
2018-06-30,1396,"Sonoma","CA","Santa Rosa",136,644500,0.00233281493001555,0.0135241390155685,0.0738087304231923,,,"2018-06","2018-Q2",644500,0,"2018-06"
2018-06-30,2033,"Spokane","WA","Spokane",137,228000,0.00484795063904804,0.0192221725525257,0.136023916292975,,,"2018-06","2018-Q2",228000,0,"2018-06"
2018-06-30,2511,"Richmond","NY","New York",138,521600,0.00423565652676165,0.0251572327044025,0.110259684972329,,,"2018-06","2018-Q2",521600,0,"2018-06"
2018-06-30,2465,"Onondaga","NY","Syracuse",139,136700,0.000732064421669107,0.00440852314474651,0.0427154843630816,,,"2018-06","2018-Q2",136700,0,"2018-06"
2018-06-30,669,"Pasco","FL","Tampa",140,175400,0.00746697300402068,0.0191748983149332,0.097622027534418,,,"2006-07","2006-Q3",212800,-0.175751879699248,"2005-05"
2018-06-30,1746,"Hampden","MA","Springfield",141,199400,0.00251382604323781,0.0116692034500254,0.0778378378378378,,,"2018-06","2018-Q2",199400,0,"2018-06"
2018-06-30,2983,"Montgomery","TX","Houston",142,240900,0.00249687890137328,0.0113350125944584,0.0388098318240621,,,"2018-06","2018-Q2",240900,0,"2018-06"
2018-06-30,2934,"Greenville","SC","Greenville",143,187300,0.00428954423592493,0.0168295331161781,0.0876887340301974,,,"2018-06","2018-Q2",187300,0,"2018-06"
2018-06-30,2896,"Burlington","NJ","Philadelphia",144,224200,0.00223513634331694,0.0103650292924741,0.0336560627017059,,,"2006-09","2006-Q3",273600,-0.180555555555556,"2004-11"
2018-06-30,1442,"Tulare","CA","Visalia",145,201400,0.00649675162418791,0.0202634245187437,0.0839612486544671,,,"2006-06","2006-Q2",240900,-0.163968451639685,"2005-05"
2018-06-30,616,"Lucas","OH","Toledo",146,95300,0.00633579725448786,0.0149094781682641,0.0600667408231368,,,"2006-07","2006-Q3",112800,-0.155141843971631,"2001-10"
2018-06-30,353,"Adams","CO","Denver",147,330200,0.00151653017895056,0.0113323124042879,0.0984697272122422,,,"2018-06","2018-Q2",330200,0,"2018-06"
2018-06-30,3266,"East Baton Rouge","LA","Baton Rouge",148,164800,0.0024330900243309,0.0154035736290819,0.0986666666666667,,,"2018-06","2018-Q2",164800,0,"2018-06"
2018-06-30,3286,"Virginia Beach City","VA","Virginia Beach",149,260100,0.000769526741054252,0.00892164468580295,0.0176056338028169,,,"2007-05","2007-Q2",277500,-0.0627027027027027,"2005-09"
2018-06-30,343,"York","PA","York",150,175200,0.00114285714285714,0.00286204922724671,0.0592503022974607,,,"2007-07","2007-Q3",187900,-0.067589143161256,"2006-03"
2018-06-30,2743,"Jefferson","LA","New Orleans",151,166600,0.000600600600600601,0.0127659574468085,-0.00119904076738609,,,"2017-08","2017-Q3",167400,-0.004778972520908,"2017-06"
2018-06-30,215,"Knox","TN","Knoxville",152,172800,0.00465116279069767,0.0170688640376692,0.0739589807333748,,,"2018-06","2018-Q2",172800,0,"2018-06"
2018-06-30,287,"Polk","IA","Des Moines",153,180800,0.00388672959466963,0.0174451322453573,0.0660377358490566,,,"2018-06","2018-Q2",180800,0,"2018-06"
2018-06-30,1721,"Genesee","MI","Flint",154,99600,0.00809716599190283,0.0246913580246914,0.116591928251121,,,"2005-06","2005-Q2",121000,-0.176859504132231,"2002-03"
2018-06-30,448,"Clark","WA","Portland",155,342300,0.00617283950617284,0.0178412132024978,0.0873570520965693,,,"2018-06","2018-Q2",342300,0,"2018-06"
2018-06-30,3229,"Santa Barbara","CA","Santa Maria-Santa Barbara",156,588900,0.00374978694392364,0.00718317085684967,0.0426699716713881,,,"2005-07","2005-Q3",683900,-0.13890919725106,"2004-08"
2018-06-30,2538,"Seminole","FL","Orlando",157,243600,0.00869565217391304,0.0248212031973075,0.0923766816143498,,,"2006-07","2006-Q3",273300,-0.108671789242591,"2005-11"
2018-06-30,3081,"Williamson","TX","Austin",158,268700,0.00486163051608078,0.0162632375189107,0.0382534775888717,,,"2018-06","2018-Q2",268700,0,"2018-06"
